Point	Row	Column	FWHM_110
1	1	1	0.48515514
2	1	2	0.48525852
3	1	3	0.47116441
4	1	4	0.4621371
5	1	5	0.44502601
6	1	6	0.44904828
7	1	7	0.47955653
8	1	8	0.49231121
9	1	9	0.5007655
10	1	10	0.45534775
11	1	11	0.44520614
12	2	1	0.48437256
13	2	2	0.51496392
14	2	3	0.52147877
15	2	4	0.51421899
16	2	5	0.5216102
17	2	6	0.52567047
18	2	7	0.52434784
19	2	8	0.51644611
20	2	9	0.51871729
21	2	10	0.50652528
22	2	11	0.51320428
23	3	1	0.51686239
24	3	2	0.51501709
25	3	3	0.5204125
26	3	4	0.51528531
27	3	5	0.50589293
28	3	6	0.49085489
29	3	7	0.48385206
30	3	8	0.46675897
31	3	9	0.45864722
32	3	10	0.49261627
33	3	11	0.51917297
34	4	1	0.41509798
35	4	2	0.45943826
36	4	3	0.50522739
37	4	4	0.52038676
38	4	5	0.51868612
39	4	6	0.51411158
40	4	7	0.51425344
41	4	8	0.50513446
42	4	9	0.46349379
43	4	10	0.42516148
44	4	11	0.42389518
