Point	Row	Column	FWHM_111
1	1	1	0.40411109
2	1	2	0.40028897
3	1	3	0.41817808
4	1	4	0.38396442
5	1	5	0.41052622
6	1	6	0.38980627
7	1	7	0.3848992
8	1	8	0.37416086
9	1	9	0.38780907
10	1	10	0.38339549
11	1	11	0.4145577
12	2	1	0.40176076
13	2	2	0.37521169
14	2	3	0.38097593
15	2	4	0.36551255
16	2	5	0.39266381
17	2	6	0.37149981
18	2	7	0.35803375
19	2	8	0.39522511
20	2	9	0.39914504
21	2	10	0.38757986
22	2	11	0.39994568
23	3	1	0.38506719
24	3	2	0.38589919
25	3	3	0.37990943
26	3	4	0.38081872
27	3	5	0.38715282
28	3	6	0.36704916
29	3	7	0.39722189
30	3	8	0.40213445
31	3	9	0.39446765
32	3	10	0.38334551
33	3	11	0.41001552
34	4	1	0.4232671
35	4	2	0.38527352
36	4	3	0.39421991
37	4	4	0.40107197
38	4	5	0.39056602
39	4	6	0.37224525
40	4	7	0.38286
41	4	8	0.38539606
42	4	9	0.43557709
43	4	10	0.41020915
44	4	11	0.45540875
