Point	Row	Column	MaxInt_110
1	1	1	4869.9399
2	1	2	5091.3677
3	1	3	5716.1772
4	1	4	6233.1064
5	1	5	6665.4526
6	1	6	6627.6709
7	1	7	5657.9907
8	1	8	5140.8667
9	1	9	4706.5469
10	1	10	5336.6753
11	1	11	5160.0967
12	2	1	5357.731
13	2	2	5153.2998
14	2	3	5312.0815
15	2	4	5468.6592
16	2	5	5662.9614
17	2	6	5666.2202
18	2	7	5641.5874
19	2	8	5224.3784
20	2	9	4969.7046
21	2	10	4615.7407
22	2	11	4135.7998
23	3	1	4258.7725
24	3	2	4657.7715
25	3	3	5044.1411
26	3	4	5328.5312
27	3	5	5558.5723
28	3	6	5728.3389
29	3	7	5814.7124
30	3	8	5965.7061
31	3	9	5587.6963
32	3	10	4494.9097
33	3	11	3924.8486
34	4	1	4184.1948
35	4	2	4245.3672
36	4	3	4184.2715
37	4	4	4418.9741
38	4	5	4677.0947
39	4	6	4762.0352
40	4	7	4701.6753
41	4	8	4601.748
42	4	9	4726.3984
43	4	10	4837.0601
44	4	11	4245.3354
