Point	Row	Column	Pos_110
1	1	1	30.407114
2	1	2	30.403852
3	1	3	30.385889
4	1	4	30.380363
5	1	5	30.374401
6	1	6	30.371862
7	1	7	30.374771
8	1	8	30.381035
9	1	9	30.388689
10	1	10	30.384632
11	1	11	30.384474
12	2	1	30.399351
13	2	2	30.419611
14	2	3	30.428301
15	2	4	30.421455
16	2	5	30.415867
17	2	6	30.403929
18	2	7	30.392632
19	2	8	30.40793
20	2	9	30.398876
21	2	10	30.378075
22	2	11	30.361553
23	3	1	30.438807
24	3	2	30.434093
25	3	3	30.425308
26	3	4	30.432354
27	3	5	30.443367
28	3	6	30.453863
29	3	7	30.44978
30	3	8	30.451206
31	3	9	30.439667
32	3	10	30.410555
33	3	11	30.38258
34	4	1	30.476416
35	4	2	30.447681
36	4	3	30.422756
37	4	4	30.396772
38	4	5	30.377998
39	4	6	30.393137
40	4	7	30.390673
41	4	8	30.405951
42	4	9	30.416321
43	4	10	30.437424
44	4	11	30.435606
