FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: FWHM of 200 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: Position of 200 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01253,11,1,11,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,12,2,1,4.142529,0.48100281,0.43142277,0.52047724,4029.1921,760.61395,1122.6365,30.480789,37.581790999999996,43.619965,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,13,2,2,4.1466317,0.52254999,0.35399312,0.5754388,2861.3865,607.79425,1119.1119,30.449902,37.541744,43.525341,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,14,2,3,4.1510324,0.5704899999999999,0.43919763,0.61192614,1905.1484,473.56732,705.5649400000001,30.416838000000002,37.517269,43.448143,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,15,2,4,4.1555648000000005,0.56560206,0.28178564,,1236.0076,407.79669,,30.382862,37.44138,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,16,2,5,4.1590185,0.59354168,,,575.25208,,,30.357027000000002,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,17,2,6,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,18,2,7,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,19,2,8,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,20,2,9,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,21,2,10,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,22,2,11,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,23,3,1,4.1549792000000005,0.52390426,,0.67924672,1061.6317,,379.12597999999997,30.387251000000003,,43.390766,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,24,3,2,4.156646299999999,0.52869254,,,812.1043099999999,,,30.374767,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,25,3,3,4.161272,0.54296982,,,480.57665999999995,,,30.340190999999997,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,26,3,4,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,27,3,5,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,28,3,6,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,29,3,7,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,30,3,8,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,31,3,9,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,32,3,10,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,33,3,11,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,34,4,1,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,35,4,2,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,36,4,3,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,37,4,4,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,38,4,5,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,39,4,6,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,40,4,7,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,41,4,8,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,42,4,9,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,43,4,10,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
Ba1.0O3,01253,44,4,11,,,,,,,,,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,24_May_2017,Pulsed Laser Deposition,BZC91/ BZF19,700.0,19.3,850,N,400.0,20,0.1,SiO2,0,57,94,0,0,0,0,75.5,0,0,180,0,0,0,0
