1,5.455784741391893e-11
2,5.1656020079158376e-11
3,5.096835330778994e-11
4,4.909268315127177e-11
5,5.1354878636079816e-11
6,5.0663004721246194e-11
7,5.048768537083138e-11
8,4.674544661018018e-11
9,5.5830570968782096e-11
10,5.180869950844612e-11
11,6.543414781842634e-11
12,5.807495695552825e-11
13,5.92573320886958e-11
14,5.762463040275559e-11
15,5.443234000847173e-11
16,6.559430580853857e-11
17,5.895647317707981e-11
18,5.98895007104719e-11
19,6.039437819013917e-11
20,6.341497463204901e-11
21,6.434957761967411e-11
22,6.393011954764439e-11
23,6.909576546002601e-11
24,6.841279800116696e-11
25,5.821357292110554e-11
26,6.697815758150093e-11
27,7.03682536998309e-11
28,4.605838561463258e-11
29,5.968568338734791e-11
30,6.139495884156708e-11
31,6.683576468727888e-11
32,5.525507760237613e-11
33,5.8127419704412334e-11
34,6.48536183175546e-11
35,7.153649553464788e-11
36,7.48433954637473e-11
37,8.932808757265602e-11
38,8.51456635563053e-11
39,8.627313158941117e-11
40,9.613066617889261e-11
41,6.929987313732394e-9
42,9.846892160248006e-11
43,1.0158053099591683e-10
44,1.02074635849377e-10
45,1.0488232670676518e-10
46,1.0983340293524664e-10
47,1.1029992566567034e-10
48,1.1624973600582806e-10
49,1.1192269255646096e-10
50,1.1624231256085447e-10
51,1.1373827164828089e-10
52,1.118055419852868e-10
53,1.1275615220610584e-10
54,1.1531952514952816e-10
55,1.159059601871595e-10
56,1.0635539042111245e-10
57,1.0939527639910184e-10
58,1.1659618507689484e-10
59,1.1276881829290818e-10
60,1.2306883862754443e-10
61,1.059430413767645e-10
62,1.0202469000263964e-10
63,1.0777146845821315e-10
64,9.729737926856234e-11
65,1.0998671742408495e-10
66,1.0528511832573533e-10
67,9.3430772680116e-11
68,8.894000308063154e-11
69,9.193665304249724e-11
70,9.984178546558156e-11
71,1.0336265449082552e-10
72,1.0477282768996638e-10
73,1.1217856587369181e-10
74,1.0977525412525512e-10
75,1.0675363766158551e-10
76,1.196128634299106e-10
77,1.2159637631999195e-10
78,1.2864452877698167e-10
79,1.4004466078060134e-10
80,1.2393728461827454e-10
81,1.7828519228522452e-10
82,1.2544175007474792e-10
83,1.238610877112037e-10
84,1.2592762329553773e-10
85,1.3554216598132198e-10
86,1.2617688491621643e-10
87,1.2341397362603112e-10
88,1.2609413599905338e-10
89,1.2071424630820483e-10
90,1.1797308197408163e-10
91,1.3112713724975882e-10
92,1.0991657080524075e-10
93,1.0665643817300916e-10
94,
95,1.0345768801943552e-10
96,9.915535362503346e-11
97,1.1062382791100597e-10
98,1.0171851646590592e-10
99,9.506914506254862e-11
100,8.032106220959612e-11
101,7.992445032541234e-11
102,8.341445325851212e-11
103,8.421041503150297e-11
104,9.00280224832749e-11
105,9.092279571989184e-11
106,9.287098685640383e-11
107,9.51185175934714e-11
108,2.0048425930460996e-10
109,1.121797954061867e-10
110,1.2484517918112527e-9
111,1.0388090414218648e-10
112,1.1697978450844504e-10
113,1.1830981710162725e-10
114,1.169653957370343e-10
115,1.2929715997808062e-10
116,1.254275010458198e-10
117,1.1092502945415481e-10
118,1.1629207844213273e-10
119,1.1150672905432831e-10
120,1.0882698443699961e-10
121,1.2134889104559478e-10
122,1.1611125719644296e-10
123,1.0206893895271768e-10
124,1.045643876177278e-10
125,1.0237573836196618e-10
126,9.373973702841089e-11
127,9.642690808145716e-11
128,9.043051936893067e-11
129,8.196186296434101e-11
130,9.08244309016588e-11
131,8.957921610819351e-11
132,8.847906762798742e-11
