Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.47779796	0.12275428	0.028953997	0.21410029	0.15639348	3.1304669e-05	0.20162	351
2	0	1.5	0.47840846	0.12348671	0.029182861	0.21458642	0.15433554	2.6187619e-05	0.2065088	351
3	0	3	0.47901896	0.12421913	0.029411726	0.21507257	0.1522776	8.3476143e-12	0.2113976	351
4	-4	0	0.47634849	0.12951989	0.029821701	0.19964741	0.1646625	3.1970882e-05	0.21868999	351
5	-4	1.5	0.4763667	0.13039306	0.030331843	0.20053102	0.16237739	2.6958616e-05	0.22410201	351
6	-4	3	0.47638488	0.13126621	0.030841988	0.20141464	0.16009228	1.0282801e-12	0.229514	351
7	-8	0	0.47873235	0.13163772	0.030216103	0.18689041	0.17252342	2.8161678e-05	0.23284	351
8	-8	1.5	0.47849423	0.13270399	0.030880146	0.18780775	0.17011388	2.603447e-05	0.23863719	351
9	-8	3	0.47825611	0.13377027	0.03154419	0.18872508	0.16770433	3.5768923e-11	0.2444344	351
10	-12	0	0.4765045	0.1355817	0.033201098	0.17427529	0.18043739	2.623482e-05	0.2437	351
11	-12	1.5	0.47611409	0.13709141	0.034037814	0.17508212	0.17767456	2.4538112e-05	0.25002041	351
12	-12	3	0.47572368	0.13860112	0.034874525	0.17588893	0.17491175	-3.5629562e-11	0.2563408	351
13	-16	0	0.47722939	0.136967	0.034911398	0.16151661	0.18937559	2.4278204e-05	0.25246	351
14	-16	1.5	0.47660172	0.13876088	0.035798751	0.16224788	0.18659076	2.3223995e-05	0.25867	351
15	-16	3	0.47597405	0.14055474	0.036686104	0.16297919	0.18380593	2.4749131e-12	0.26488	351
16	-20	0	0.4762198	0.1403348	0.036717203	0.15004051	0.1966877	2.3781511e-05	0.25525999	351
17	-20	1.5	0.47549203	0.14223614	0.037370194	0.1508866	0.19401504	2.2474054e-05	0.26127559	351
18	-20	3	0.47476429	0.14413747	0.038023181	0.15173268	0.19134237	-2.4355476e-11	0.26729119	351
19	-24	0	0.47625569	0.1448018	0.036560301	0.13913551	0.20324671	2.2698398e-05	0.25363001	351
20	-24	1.5	0.47558582	0.14658991	0.037663426	0.13988149	0.20027934	2.1668737e-05	0.25935161	351
21	-24	3	0.47491598	0.14837801	0.038766548	0.14062749	0.19731198	3.5912486e-12	0.26507321	351
22	-28	0	0.47617221	0.1435184	0.036846001	0.1312964	0.21216699	2.3333017e-05	0.24743	351
23	-28	1.5	0.47575393	0.14568478	0.037890758	0.13197851	0.208692	2.0767378e-05	0.25257081	351
24	-28	3	0.47533572	0.14785115	0.038935512	0.13266063	0.205217	2.531356e-12	0.25771159	351
25	-32	0	0.47635409	0.1452394	0.036700398	0.1238764	0.2178297	2.396329e-05	0.23386	351
26	-32	1.5	0.4758994	0.14721043	0.037683837	0.12468796	0.21451838	-4.2900833e-08	0.2383672	351
27	-32	3	0.4754447	0.14918146	0.038667273	0.12549952	0.21120705	6.4900632e-06	0.2428744	351
28	-36	0	0.47469059	0.1448766	0.036508102	0.11795399	0.2259707	2.5624355e-05	0.21943	351
29	-36	1.5	0.47419995	0.14701742	0.037666522	0.11866396	0.22245215	2.2169885e-05	0.2232832	351
30	-36	3	0.47370932	0.14915825	0.038824942	0.11937392	0.21893358	7.002351e-12	0.2271364	351
31	-40	0	0.47239915	0.14143702	0.038508505	0.11400421	0.23365113	2.7513324e-05	0.20092	351
32	-40	1.5	0.47157633	0.14376961	0.039680637	0.11469129	0.23028213	2.5404892e-05	0.2040676	351
33	-40	3	0.47075352	0.1461022	0.040852778	0.11537835	0.22691315	8.9469621e-13	0.2072152	351
34	0	12.5	0.48288551	0.12885781	0.030861199	0.21815149	0.13924401	1.4002096e-05	0.24236	351
35	0	14	0.48282063	0.12992315	0.031398356	0.21756773	0.13829015	1.5022683e-05	0.2406428	351
36	0	15.5	0.48275575	0.13098849	0.031935513	0.21698396	0.1373363	1.5425088e-05	0.23892561	351
37	-4	12.5	0.47650009	0.13679621	0.034072902	0.2070109	0.1456199	1.6193086e-05	0.26379001	351
38	-4	14	0.47666568	0.13788278	0.03499461	0.20616117	0.14429575	1.7455421e-05	0.26214361	351
39	-4	15.5	0.47683129	0.13896936	0.035916317	0.20531143	0.14297161	1.4921099e-05	0.26049721	351
40	-8	12.5	0.47674802	0.1405234	0.035749801	0.1945349	0.1524439	1.5219948e-05	0.28115001	351
41	-8	14	0.47631103	0.14227574	0.036852278	0.19387506	0.15068589	1.5543354e-05	0.27950719	351
42	-8	15.5	0.47587407	0.14402807	0.037954751	0.19321524	0.14892788	1.5876325e-05	0.2778644	351
43	-12	12.5	0.47325113	0.14816262	0.040173702	0.18099873	0.15741381	2.5441755e-05	0.29637	351
44	-12	14	0.47292623	0.1499081	0.041070174	0.18047644	0.15561908	1.6561577e-05	0.29446799	351
45	-12	15.5	0.47260129	0.15165357	0.041966651	0.17995413	0.15382434	1.7581378e-05	0.292566	351
46	-16	12.5	0.47199878	0.15191591	0.042305999	0.1676107	0.1661686	4.2912096e-09	0.30421001	351
47	-16	14	0.47193348	0.1537689	0.043151364	0.16749308	0.16365318	1.8634522e-05	0.302542	351
48	-16	15.5	0.47186813	0.15562192	0.043996729	0.16737545	0.16113777	1.9855677e-05	0.30087399	351
