Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.47779796	0.12275428	0.028953997	0.21410029	0.15639348	5.7385307e-05	0.20162	265
2	0	1.5	0.47840846	0.12348671	0.029182861	0.21458642	0.15433554	4.494833e-05	0.2065088	265
3	0	3	0.47901896	0.12421913	0.029411726	0.21507257	0.1522776	1.5651138e-11	0.2113976	265
4	-4	0	0.47634849	0.12951989	0.029821701	0.19964741	0.1646625	5.1713963e-05	0.21868999	265
5	-4	1.5	0.4763667	0.13039306	0.030331843	0.20053102	0.16237739	4.6037836e-05	0.22410201	265
6	-4	3	0.47638488	0.13126621	0.030841988	0.20141464	0.16009228	3.5113169e-11	0.229514	265
7	-8	0	0.47873235	0.13163772	0.030216103	0.18689041	0.17252342	4.7857764e-05	0.23284	265
8	-8	1.5	0.47849423	0.13270399	0.030880146	0.18780775	0.17011388	4.3519314e-05	0.23863719	265
9	-8	3	0.47825611	0.13377027	0.03154419	0.18872508	0.16770433	8.1752422e-13	0.2444344	265
10	-12	0	0.4765045	0.1355817	0.033201098	0.17427529	0.18043739	4.5692697e-05	0.2437	265
11	-12	1.5	0.47611409	0.13709141	0.034037814	0.17508212	0.17767456	4.2295404e-05	0.25002041	265
12	-12	3	0.47572368	0.13860112	0.034874525	0.17588893	0.17491175	-2.2682068e-11	0.2563408	265
13	-16	0	0.47722939	0.136967	0.034911398	0.16151661	0.18937559	4.2811062e-05	0.25246	265
14	-16	1.5	0.47660172	0.13876088	0.035798751	0.16224788	0.18659076	4.0467185e-05	0.25867	265
15	-16	3	0.47597405	0.14055474	0.036686104	0.16297919	0.18380593	-3.1241662e-11	0.26488	265
16	-20	0	0.4762198	0.1403348	0.036717203	0.15004051	0.1966877	4.1663385e-05	0.25525999	265
17	-20	1.5	0.47549203	0.14223614	0.037370194	0.1508866	0.19401504	3.869877e-05	0.26127559	265
18	-20	3	0.47476429	0.14413747	0.038023181	0.15173268	0.19134237	7.9256143e-11	0.26729119	265
19	-24	0	0.47625569	0.1448018	0.036560301	0.13913551	0.20324671	3.9992974e-05	0.25363001	265
20	-24	1.5	0.47558582	0.14658991	0.037663426	0.13988149	0.20027934	3.8657156e-05	0.25935161	265
21	-24	3	0.47491598	0.14837801	0.038766548	0.14062749	0.19731198	-3.0412658e-12	0.26507321	265
22	-28	0	0.47617221	0.1435184	0.036846001	0.1312964	0.21216699	4.0118575e-05	0.24743	265
23	-28	1.5	0.47575393	0.14568478	0.037890758	0.13197851	0.208692	3.7051777e-05	0.25257081	265
24	-28	3	0.47533572	0.14785115	0.038935512	0.13266063	0.205217	3.9362995e-13	0.25771159	265
25	-32	0	0.47635409	0.1452394	0.036700398	0.1238764	0.2178297	4.0519637e-05	0.23386	265
26	-32	1.5	0.4758994	0.14721043	0.037683837	0.12468796	0.21451838	-9.5663621e-10	0.2383672	265
27	-32	3	0.4754447	0.14918146	0.038667273	0.12549952	0.21120705	3.0186981e-11	0.2428744	265
28	-36	0	0.47469059	0.1448766	0.036508102	0.11795399	0.2259707	4.1288564e-05	0.21943	265
29	-36	1.5	0.47419995	0.14701742	0.037666522	0.11866396	0.22245215	3.8764607e-05	0.2232832	265
30	-36	3	0.47370932	0.14915825	0.038824942	0.11937392	0.21893358	5.2217112e-13	0.2271364	265
31	-40	0	0.47239915	0.14143702	0.038508505	0.11400421	0.23365113	3.783411e-05	0.20092	265
32	-40	1.5	0.47157633	0.14376961	0.039680637	0.11469129	0.23028213	3.4359829e-05	0.2040676	265
33	-40	3	0.47075352	0.1461022	0.040852778	0.11537835	0.22691315	2.0242113e-12	0.2072152	265
34	0	12.5	0.48288551	0.12885781	0.030861199	0.21815149	0.13924401	3.670037e-05	0.24236	265
35	0	14	0.48282063	0.12992315	0.031398356	0.21756773	0.13829015	3.786583e-05	0.2406428	265
36	0	15.5	0.48275575	0.13098849	0.031935513	0.21698396	0.1373363	3.9332226e-05	0.23892561	265
37	-4	12.5	0.47650009	0.13679621	0.034072902	0.2070109	0.1456199	3.963213e-05	0.26379001	265
38	-4	14	0.47666568	0.13788278	0.03499461	0.20616117	0.14429575	4.4064323e-05	0.26214361	265
39	-4	15.5	0.47683129	0.13896936	0.035916317	0.20531143	0.14297161	4.4906552e-05	0.26049721	265
40	-8	12.5	0.47674802	0.1405234	0.035749801	0.1945349	0.1524439	4.3742213e-05	0.28115001	265
41	-8	14	0.47631103	0.14227574	0.036852278	0.19387506	0.15068589	4.5108165e-05	0.27950719	265
42	-8	15.5	0.47587407	0.14402807	0.037954751	0.19321524	0.14892788	4.7033638e-05	0.2778644	265
43	-12	12.5	0.47325113	0.14816262	0.040173702	0.18099873	0.15741381	4.1903259e-05	0.29637	265
44	-12	14	0.47292623	0.1499081	0.041070174	0.18047644	0.15561908	4.3014847e-05	0.29446799	265
45	-12	15.5	0.47260129	0.15165357	0.041966651	0.17995413	0.15382434	4.7737303e-05	0.292566	265
46	-16	12.5	0.47199878	0.15191591	0.042305999	0.1676107	0.1661686	-1.5538059e-07	0.30421001	265
47	-16	14	0.47193348	0.1537689	0.043151364	0.16749308	0.16365318	4.6616457e-05	0.302542	265
48	-16	15.5	0.47186813	0.15562192	0.043996729	0.16737545	0.16113777	5.0009421e-05	0.30087399	265
49	-20	12.5	0.47015509	0.15617931	0.042158797	0.1570913	0.1744155	1.5428176e-07	0.30539	265
50	-20	14	0.46972981	0.15840797	0.043812845	0.15674575	0.17130361	4.7778212e-05	0.3039104	265
51	-20	15.5	0.46930453	0.16063663	0.045466889	0.15640019	0.16819176	5.2385971e-05	0.30243081	265
52	-24	12.5	0.4706735	0.1597027	0.045753002	0.1453521	0.1785187	2.1526483e-07	0.30131	265
53	-24	14	0.47025138	0.16215365	0.04699735	0.14522362	0.17537402	4.6451452e-05	0.29979679	265
54	-24	15.5	0.46982926	0.1646046	0.048241705	0.14509512	0.1722293	3.448308e-11	0.29828361	265
55	-28	12.5	0.4726868	0.1615715	0.045552302	0.1369807	0.18320869	-2.4647969e-11	0.29027	265
56	-28	14	0.47147557	0.16412574	0.047290478	0.13712803	0.17998019	4.9186689e-05	0.28850359	265
57	-28	15.5	0.47026435	0.16667999	0.049028654	0.13727535	0.17675164	5.4472715e-05	0.2867372	265
58	-32	12.5	0.47256497	0.16166462	0.044895705	0.1306394	0.1902353	1.427588e-05	0.27142	265
59	-32	14	0.47151053	0.1641344	0.046787672	0.13068174	0.18688564	4.91463e-05	0.27005681	265
60	-32	15.5	0.47045612	0.16660419	0.048679639	0.13072407	0.18353596	5.8005862e-05	0.2686936	265
61	-36	12.5	0.47060189	0.16271681	0.046161599	0.1238703	0.1966494	-8.158964e-12	0.25154001	265
62	-36	14	0.46958134	0.16549233	0.047926091	0.1241435	0.19285676	4.4013814e-05	0.25008199	265
63	-36	15.5	0.46856079	0.16826783	0.049690586	0.12441668	0.18906412	4.842542e-05	0.248624	265
64	-40	12.5	0.46554241	0.16087531	0.048276301	0.11972979	0.2055762	-1.194746e-12	0.22714999	265
65	-40	14	0.46472141	0.16346157	0.050107125	0.12003592	0.20167398	5.0407984e-05	0.2260076	265
66	-40	15.5	0.46390042	0.16604784	0.051937956	0.12034203	0.19777176	5.0259943e-05	0.2248652	265
67	0	25	0.48234481	0.13773569	0.0353375	0.2132868	0.1312952	4.7239733e-05	0.22804999	265
68	0	26.5	0.4822678	0.13915224	0.035870612	0.21146378	0.13124557	4.6600224e-05	0.22126999	265
69	0	28	0.48219082	0.14056878	0.036403723	0.20964077	0.13119593	4.3128086e-05	0.21449	265
70	-4	25	0.47788006	0.14585102	0.041753802	0.19992982	0.13458531	5.4552347e-05	0.25007001	265
71	-4	26.5	0.47752786	0.14739369	0.042212561	0.19848038	0.13438553	5.2368301e-05	0.2426648	265
72	-4	28	0.47717565	0.14893636	0.042671323	0.19703095	0.13418573	4.7413279e-05	0.23525961	265
73	-8	25	0.47310662	0.1551262	0.0449371	0.18903629	0.13779379	6.0178656e-05	0.26745999	265
74	-8	26.5	0.4733932	0.15651686	0.045718566	0.18744394	0.13692741	5.9636805e-05	0.25981599	265
75	-8	28	0.47367984	0.15790752	0.046500031	0.18585159	0.13606101	2.8894984e-09	0.25217199	265
76	-12	25	0.47054338	0.1627083	0.047644299	0.17664631	0.14245771	6.4489795e-05	0.28051999	265
77	-12	26.5	0.47040078	0.16416575	0.048762221	0.17522964	0.14144161	6.2367733e-05	0.27256879	265
78	-12	28	0.47025818	0.16562317	0.049880143	0.173813	0.14042552	5.8816353e-05	0.26461759	265
79	-16	25	0.47145438	0.16735759	0.049350701	0.16663049	0.14520681	5.548606e-05	0.29031	265
80	-16	26.5	0.47068891	0.16968726	0.050727785	0.16511863	0.14377742	5.6542442e-05	0.282168	265
81	-16	28	0.46992344	0.1720169	0.052104868	0.16360678	0.14234801	5.6217763e-05	0.27402601	265
