Point	Row	Column	d_um
1	1	1	0.31068999
2	1	2	0.31546
3	1	3	0.31389001
4	1	4	0.30515999
5	1	5	0.29185
6	1	6	0.27474999
7	1	7	0.25299001
8	1	8	0.22925
9	1	9	0.20656
10	1	10	0.18347999
11	1	11	0.16377001
12	2	1	0.36956
13	2	2	0.37975001
14	2	3	0.38416001
15	2	4	0.37788999
16	2	5	0.36612999
17	2	6	0.34402001
18	2	7	0.31665999
19	2	8	0.287
20	2	9	0.25511
21	2	10	0.22490001
22	2	11	0.19791
23	3	1	0.32532001
24	3	2	0.33996001
25	3	3	0.34441999
26	3	4	0.34334999
27	3	5	0.33520001
28	3	6	0.31862
29	3	7	0.29754001
30	3	8	0.27371001
31	3	9	0.24569
32	3	10	0.21856999
33	3	11	0.19329
34	4	1	0.22502001
35	4	2	0.23543
36	4	3	0.24101
37	4	4	0.24314
38	4	5	0.23836
39	4	6	0.23077001
40	4	7	0.22165
41	4	8	0.20747
42	4	9	0.1917
43	4	10	0.17547999
44	4	11	0.15771
