Point	Row	Column	Zr_at
1	1	1	0.062469259
2	1	2	0.06154773
3	1	3	0.062912226
4	1	4	0.064266026
5	1	5	0.059554614
6	1	6	0.059027415
7	1	7	0.060553238
8	1	8	0.057219014
9	1	9	0.05685154
10	1	10	0.05804991
11	1	11	0.058163725
12	2	1	0.064963654
13	2	2	0.063221946
14	2	3	0.062534228
15	2	4	0.062718339
16	2	5	0.064187899
17	2	6	0.063466839
18	2	7	0.061410069
19	2	8	0.061886713
20	2	9	0.059588682
21	2	10	0.059710965
22	2	11	0.058598571
23	3	1	0.061273631
24	3	2	0.062016312
25	3	3	0.061881181
26	3	4	0.061504014
27	3	5	0.062076725
28	3	6	0.062728159
29	3	7	0.062536031
30	3	8	0.061289907
31	3	9	0.060080945
32	3	10	0.060037624
33	3	11	0.059670638
34	4	1	0.058210284
35	4	2	0.060619634
36	4	3	0.062926725
37	4	4	0.060657643
38	4	5	0.061081585
39	4	6	0.061232049
40	4	7	0.060207509
41	4	8	0.057634745
42	4	9	0.059342425
43	4	10	0.057811439
44	4	11	0.056714766
