Point	Row	Column	Pos_111
1	1	1	37.889252
2	1	2	38.01553
3	1	3	38.056389
4	1	4	38.102352
5	1	5	38.085484
6	1	6	38.052181
7	1	7	38.0275
8	1	8	37.981762
9	1	9	37.908726
10	1	10	37.907166
11	1	11	38.064491
12	2	1	37.909527
13	2	2	38.037239
14	2	3	38.208542
15	2	4	38.360828
16	2	5	38.335514
17	2	6	38.298267
18	2	7	38.31366
19	2	8	38.277531
20	2	9	38.227413
21	2	10	38.044899
22	2	11	37.925121
23	3	1	37.919205
24	3	2	38.076324
25	3	3	38.27784
26	3	4	38.347649
27	3	5	38.321896
28	3	6	38.348064
29	3	7	38.319695
30	3	8	38.296906
31	3	9	38.279179
32	3	10	38.248379
33	3	11	38.009514
34	4	1	38.197716
35	4	2	38.28162
36	4	3	38.303082
37	4	4	38.282127
38	4	5	38.307037
39	4	6	38.316154
40	4	7	38.250122
41	4	8	38.314804
42	4	9	38.290611
43	4	10	38.323002
44	4	11	38.120823
