Point	Row	Column	Zr_at
1	1	1	0.12140169
2	1	2	0.1154194
3	1	3	0.1118597
4	1	4	0.10801359
5	1	5	0.1013511
6	1	6	0.096629299
7	1	7	0.094607502
8	1	8	0.087743893
9	1	9	0.083677202
10	1	10	0.083340205
11	1	11	0.078791402
12	2	1	0.1224358
13	2	2	0.1215575
14	2	3	0.1153072
15	2	4	0.10773749
16	2	5	0.10471849
17	2	6	0.098779708
18	2	7	0.097854301
19	2	8	0.089543611
20	2	9	0.086776108
21	2	10	0.079680607
22	2	11	0.078992501
23	3	1	0.1167614
24	3	2	0.11482318
25	3	3	0.11173351
26	3	4	0.1055087
27	3	5	0.098416008
28	3	6	0.096590601
29	3	7	0.092254601
30	3	8	0.087957494
31	3	9	0.085525393
32	3	10	0.078514889
33	3	11	0.075100802
34	4	1	0.1098889
35	4	2	0.1044845
36	4	3	0.10279039
37	4	4	0.098443091
38	4	5	0.091062397
39	4	6	0.089105502
40	4	7	0.0869736
41	4	8	0.08454901
42	4	9	0.0810524
43	4	10	0.078474298
44	4	11	0.074780203
