Point	Row	Column	FWHM_111
1	1	1	0.48077044
2	1	2	0.49570891
3	1	3	0.46988195
4	1	4	0.47028753
5	1	5	0.4492135
6	1	6	0.46811512
7	1	7	0.45550787
8	1	8	0.47731689
9	1	9	0.49360773
10	1	10	0.47635338
11	1	11	0.53494364
12	2	1	0.49520496
13	2	2	0.46289223
14	2	3	0.42555666
15	2	4	0.43977511
16	2	5	0.42076939
17	2	6	0.40578091
18	2	7	0.46041653
19	2	8	0.52915746
20	2	9	0.54803538
21	2	10	0.5160985
22	2	11	0.52886486
23	3	1	0.50895041
24	3	2	0.55296344
25	3	3	0.60836142
26	3	4	0.51309252
27	3	5	0.58116299
28	3	6	0.58972669
29	3	7	0.52160037
30	3	8	0.49432743
31	3	9	0.48778465
32	3	10	0.53007495
33	3	11	0.54240048
34	4	1	0.60048342
35	4	2	0.58431607
36	4	3	0.68102103
37	4	4	0.59265381
38	4	5	0.66671163
39	4	6	0.61861241
40	4	7	0.62285417
41	4	8	0.6004377
42	4	9	0.63838893
43	4	10	0.64552182
44	4	11	0.75612515
