Point	Row	Column	MaxInt_110
1	1	1	2423.6016
2	1	2	2524.5447
3	1	3	2693.5347
4	1	4	2853.366
5	1	5	2972.9766
6	1	6	2969.6687
7	1	7	3051.5352
8	1	8	3101.5693
9	1	9	2998.8398
10	1	10	2766.4443
11	1	11	2559.6191
12	2	1	2800.5281
13	2	2	3289.7644
14	2	3	3628.3452
15	2	4	4016.9805
16	2	5	4385.5391
17	2	6	4602.4072
18	2	7	4527.0098
19	2	8	4150.2231
20	2	9	3896.074
21	2	10	3555.7378
22	2	11	3449.2927
23	3	1	2378.2063
24	3	2	2869.0042
25	3	3	3025.0183
26	3	4	3409.2842
27	3	5	3690.8091
28	3	6	4020.9023
29	3	7	3817.9463
30	3	8	3916.9167
31	3	9	4053.5994
32	3	10	3702.6541
33	3	11	3286.9817
34	4	1	1387.5635
35	4	2	1734.4062
36	4	3	2162.9148
37	4	4	2293.2927
38	4	5	2410.8389
39	4	6	2437.6841
40	4	7	2556.8049
41	4	8	2838.135
42	4	9	2967.946
43	4	10	2743.3708
44	4	11	2407.332
