Point	Row	Column	Pos_110
1	1	1	30.231909
2	1	2	30.193419
3	1	3	30.175623
4	1	4	30.173525
5	1	5	30.17935
6	1	6	30.182949
7	1	7	30.191095
8	1	8	30.198589
9	1	9	30.214666
10	1	10	30.22517
11	1	11	30.232351
12	2	1	30.195566
13	2	2	30.168097
14	2	3	30.150045
15	2	4	30.141893
16	2	5	30.139297
17	2	6	30.139751
18	2	7	30.146128
19	2	8	30.157053
20	2	9	30.179066
21	2	10	30.191248
22	2	11	30.206558
23	3	1	30.136883
24	3	2	30.128149
25	3	3	30.127338
26	3	4	30.125622
27	3	5	30.127508
28	3	6	30.140553
29	3	7	30.151983
30	3	8	30.169317
31	3	9	30.186926
32	3	10	30.204575
33	3	11	30.224737
34	4	1	30.144215
35	4	2	30.139774
36	4	3	30.141659
37	4	4	30.147499
38	4	5	30.159651
39	4	6	30.173704
40	4	7	30.191828
41	4	8	30.208923
42	4	9	30.236969
43	4	10	30.259298
44	4	11	30.271267
