Point	Row	Column	Pos_111
1	1	1	37.26009
2	1	2	37.226501
3	1	3	37.204071
4	1	4	37.194546
5	1	5	37.224045
6	1	6	37.243832
7	1	7	37.204884
8	1	8	37.230839
9	1	9	37.216114
10	1	10	37.23587
11	1	11	37.2379
12	2	1	37.211773
13	2	2	37.1824
14	2	3	37.160515
15	2	4	37.165081
16	2	5	37.158531
17	2	6	37.17281
18	2	7	37.194218
19	2	8	37.210587
20	2	9	37.207355
21	2	10	37.194759
22	2	11	37.217621
23	3	1	37.138458
24	3	2	37.136101
25	3	3	37.129108
26	3	4	37.144234
27	3	5	37.127293
28	3	6	37.177544
29	3	7	37.184341
30	3	8	37.189842
31	3	9	37.193024
32	3	10	37.1814
33	3	11	37.245728
34	4	1	37.162064
35	4	2	37.145321
36	4	3	37.142277
37	4	4	37.155109
38	4	5	37.211868
39	4	6	37.173111
40	4	7	37.176697
41	4	8	37.193466
42	4	9	37.259541
43	4	10	37.311111
44	4	11	37.328091
