FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.74138Co0.04938Fe0.0Y0.0Zr0.95062O3,01184,1,1,1,4.1758275000000005,0.19638,0.44959173,0.51993155,0.74785322,6779.4229,645.92517,398.20847000000003,19.486061,30.231909,37.260090000000005,43.269287,5.4000001,44.144001,0.8900009198514905,2.150002222113151,1.4900015399760909,137.327141933085,1.3571590000000002,1.540124,0.8554735,89.6294800491,0.741379233754165,0.6557823511110271,1.3959929344086262,1.7417272890113964,1.5321648843422466,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.74446Co0.05027Fe0.0Y0.0Zr0.94973O3,01184,2,1,2,4.1810265,0.20112,0.46035814,0.50660628,0.76508135,6544.2266,585.03198,516.27423,18.715931,30.193419,37.226501,43.19735,9.397999800000001,44.144001,0.8899945031928184,2.149986721196134,1.4899907974801117,137.32615184265188,1.3576485,1.539946,0.8553919166666666,89.60074123265001,0.7444645979532005,0.6555411825614792,1.3961442292107218,1.741880848355899,1.5326452655796892,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.74048Co0.0504Fe0.0Y0.0Zr0.9496O3,01184,3,1,3,4.183435,0.20082,0.46326986,0.52024621,0.69348592,6259.1133,556.15979,608.33484,18.291681,30.175622999999998,37.204071,43.144946999999995,13.395999999999999,44.144001,0.8899972183819088,2.149993280360791,1.4899953431337574,137.32657079632853,1.35772,1.5399200000000002,0.8553799999999999,89.596543428,0.7404823143134851,0.6555086603879362,1.3961720611205717,1.7419104294392638,1.5327217495470067,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.75075Co0.05218Fe0.0Y0.0Zr0.94782O3,01184,4,1,4,4.1837192000000005,0.19724,0.45854211,0.51945198,0.67833203,5886.1426,496.55096,709.47321,17.457067000000002,30.173525,37.194546,43.129822,17.39398,44.144001,0.889996230532124,2.149990893982097,1.4899936893178254,137.3264183711067,1.358699,1.5395640000000002,0.8552168333333333,89.5390657951,0.7507531797078582,0.655035611663896,1.3964933539509217,1.7422408344213198,1.5337039442131621,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.76125Co0.05431Fe0.0Y0.0Zr0.94569O3,01184,5,1,5,4.1829305,0.19034,0.46339217,0.61243576,0.71614844,5466.0093,429.10483,792.32111,17.143692,30.17935,37.224045000000004,43.141715999999995,21.392,44.144001,0.889996230625397,2.1499908942074195,1.4899936894739791,137.32641838549876,1.3598705,1.5391380000000001,0.8550215833333334,89.47028638045,0.7612532240995161,0.6544713122502451,1.3968798731545966,1.7426386871606017,1.5348829644017514,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.7578Co0.05457Fe0.0Y0.0Zr0.94543O3,01184,6,1,6,4.1824431,0.17984,0.45792341,0.61355144,0.69773889,5191.7671,410.19455,769.073,16.723509,30.182949,37.243832,43.159988,25.389999,44.144001,0.8900013958563497,2.1500033720125304,1.4900023368831024,137.32721538063475,1.3600135,1.5390860000000002,0.85499775,89.46189077115,0.7577988114850754,0.6544062951260041,1.3969351758202793,1.742697377721874,1.53503591525835,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.77075Co0.05403Fe0.0Y0.0Zr0.94597O3,01184,7,1,7,4.1813412,0.16696,0.46640658,0.67577755,0.70063448,4725.7861,336.86557,734.7370599999999,16.717817,30.191095,37.204884,43.156803000000004,29.388,44.144001,0.8899980484593187,2.149995285603972,1.4899967328139156,137.3266988772729,1.3597165,1.5391940000000002,0.85504725,89.47932780585,0.7707516900598633,0.6545467738747884,1.3968319039731,1.7425899361864687,1.5347310070907205,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.78218Co0.05874Fe0.0Y0.0Zr0.94126O3,01184,8,1,8,4.1803273999999995,0.1532,0.45993611,0.56756574,0.6929639,4277.0752,371.17157000000003,614.91571,16.132076,30.198589000000002,37.230839,43.187222,33.386002000000005,44.144001,0.8900046837372811,2.150011314646241,1.4900078413129763,137.3277227006625,1.3623070000000002,1.538252,0.8546155,89.3272381143,0.7821758837007338,0.6533069886136392,1.3976977209496502,1.743483287294668,1.5373555211115197,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.80287Co0.05798Fe0.0Y0.0Zr0.94202O3,01184,9,1,9,4.1781549,0.13784000000000002,0.48058957,0.62758064,0.71319991,3728.9937,331.02042,548.74554,16.359339000000002,30.214665999999998,37.216114000000005,43.211185,37.383998999999996,44.144001,0.8899984571604798,2.149996272915766,1.4899974170439492,137.32676193986202,1.3618890000000001,1.538404,0.8546851666666667,89.3517791261,0.8028713917996775,0.6535029339105314,1.397549845759479,1.7433289767447886,1.5369225244642986,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
Ba0.81727Co0.0596Fe0.0Y0.0Zr0.9404O3,01184,10,1,10,4.1767364,0.1223,0.51108801,0.54551399,0.69343978,3151.4302,333.30316,478.9877,15.678135999999999,30.225170000000002,37.23587,43.245083,41.382011,44.144001,0.8899976825235123,2.149994401601743,1.4899961201798126,137.32664241337793,1.36278,1.5380800000000001,0.8545366666666667,89.299468022,0.8172721280999338,0.65307509834567,1.3978430261116084,1.7436304120125283,1.5378215061655893,4_Oct_2016,Pulsed Laser Deposition,BZC91,600.0,18.1,850,N,200.0,10,1.0,SiO2,0,131,0,0,0,0,0,131.0,0,0,0,0,0,0,0
