Point	ASR
1	1785787.2
2	816530.69
3	579402.56
4	650079.81
5	307756.44
6	331469.94
7	296543.34
8	422795.19
9	676635.62
10	460525.69
11	542678.25
12	944047.81
13	459097.75
14	619621.38
15	223379.67
16	41655.504
17	67889.875
18	62436.59
19	102775.23
20	190995.67
21	539096.88
22	476202.22
23	761521.44
24	645715.25
25	241361.11
26	118083.73
27	88966.344
28	42087.883
29	72981.836
30	87877.188
31	1133140.1
32	268964.09
33	267003.72
34	527287.31
35	239641.77
36	187336.16
37	110569.2
38	96855.469
39	52032.648
40	79602.141
41	49014.395
42	89790.57
43	169680.61
44	220319.7
45	726649.75
46	261879.8
47	2657848
48	88802.789
49	97358.414
50	74521.586
51	74004.992
52	58894.414
53	89786.641
54	123110.43
55	137413.14
56	262691.34
57	96552.273
58	351638.16
59	88679.234
60	70482.547
61	59548.809
62	63208.789
63	43977.988
64	76197.727
65	91798.172
66	205050.73
67	613647.44
68	132299.08
69	89199.164
70	120593.07
71	15275196
72	48363.617
73	63837.863
74	75776.281
75	73952.336
76	113797.91
77	244963.69
78	655736.5
79	201671.8
80	74505.227
81	73976.875
82	52205.59
83	59654.336
84	95088.547
85	65888.031
86	79202.25
87	154099.92
88	236021.38
89	586951
90	232591.98
91	107976.45
92	88253.547
93	68357.227
94	92792.078
95	63226.07
96	75061.383
97	73922.07
98	210302.75
99	271496.22
100	359157.56
101	384608
102	123904.31
103	99893.141
104	98488.844
105	101013.84
106	82866.664
107	60566.086
108	116722.6
109	267914.78
110	253212.16
111	241529.45
112	311227.56
113	287543.69
114	208026.47
115	161229.03
116	118002.96
117	123361.76
118	172947.08
119	217426.3
120	223756.61
121	335741.72
122	374247
123	379378.41
124	263866.81
125	298231.12
126	277779.38
127	272221.94
128	279520.84
129	293078.94
130	258735.89
131	317723.72
132	432966.06
