Point	ASR
1	6694100
2	1383524.9
3	1181552
4	1805471.8
5	1549275.1
6	2188745.8
7	1856365.5
8	895783.19
9	742774.12
10	590179.12
11	793377.12
12	1731958.6
13	1067287.2
14	1541264
15	870534.56
16	934937.19
17	775221.88
18	513398.62
19	881530.12
20	691024.12
21	478621.25
22	545507.06
23	1014419.4
24	1132637.5
25	639470.62
26	518802.19
27	399434.31
28	411328.44
29	360843.03
30	309917.84
31	376723.75
32	407880.09
33	247934.28
34	412190.06
35	689105.19
36	467302.62
37	331610.84
38	263453.75
39	332662.97
40	282037.69
41	3519272
42	147.90605
43	4332380.5
44	583245.62
45	1606609.1
46	450818.16
47	485001.41
48	472463.72
49	743582.94
50	440011.09
51	1405198.8
52	1591846.1
53	5529595
54	1592691.9
55	143916.23
56	1004680.5
57	578021.12
58	512676.06
59	645745.5
60	1055188.4
61	1684062.1
62	28256088
63	793890.19
64	1095126.5
65	568753.69
66	446734.09
67	1122490.1
68	626715.81
69	348137.5
70	539902.69
71	2140365.2
72	700937.44
73	602933.94
74	251387.77
75	216823.11
76	469862.5
77	479269.59
78	816813.38
79	558665.81
80	341756.75
81	281203.72
82	231449.23
83	225566.16
84	188986.23
85	178232.45
86	153780.83
87	467529.84
88	561370.69
89	652539.69
90	452843.44
91	296848.84
92	230052.36
93	213687.81
94	212936.97
95	198202.91
96	242844.91
97	242451.2
98	407055.81
99	291604.88
100	626056.06
101	566334.44
102	231032.56
103	172644.64
104	187539.38
105	136445.53
106	155253.08
107	144561.83
108	209368.44
109	409600.5
110	438628.78
111	532279.56
112	471489.81
113	475448.22
114	398001.75
115	330275.34
116	194684.33
117	317731.44
118	1784275.5
119	631585.31
120	2888179
121	10286822
122	3334797.8
123	650843.19
124	558802.5
125	742389.12
126	1.8639057e+10
127	6029618
128	2184245.8
129	1503981.5
130	708373.25
131	1634796.1
132	3331656.2
