Point	Rp
1	68521488
2	15778000
3	9748000
4	9744000
5	9485137
6	9031736
7	9172000
8	13288000
9	24201000
10	15063000
11	19076000
12	15792364
13	10532308
14	7311626
15	2684600
16	1498021
17	1553870
18	1381320
19	3399146
20	6388700
21	19751000
22	17978000
23	11301829
24	7017990
25	1644610
26	711458
27	818434
28	587156
29	641710
30	61700000
31	2186560
32	6270334
33	6168000
34	12072700
35	3738939
36	904140
37	601475
38	840360
39	917254
40	5365300
41	1184800
42	1096730
43	3149914
44	9594000
45	9907800
46	2956413
47	1166283
48	4982025
49	770483
50	1250702
51	1414257
52	1194257
53	1567708
54	3620471
55	8612000
56	12591707
57	4454300
58	1686716
59	1089690
60	1087002
61	1773700
62	1452239
63	993670
64	1148880
65	2692440
66	7244000
67	15451491
68	4241090
69	1785596
70	1054908
71	1170346
72	1156330
73	5.4909018e+08
74	1215590
75	1593170
76	4486943
77	7962008
78	13041454
79	2554080
80	1397056
81	37599500
82	858888.12
83	850672
84	1090930
85	1116770
86	842200
87	2297350
88	7202000
89	11247000
90	4578700
91	1402290
92	85596000
93	1052380
94	7.4573358e+09
95	878017
96	1128490
97	1978930
98	4940916
99	8833000
100	10882000
101	8913298
102	2559794
103	1474811
104	1799700
105	1044097
106	690170
107	1388180
108	3389535
109	8041000
110	9287000
111	10735000
112	11959000
113	8471810
114	5174174
115	4648107.5
116	2823800
117	2828263
118	5022940
119	7345891
120	8096000
121	9562483
122	11368000
123	9922000
124	11211000
125	11025000
126	10992000
127	8663000
128	8944100
129	8237000
130	8401000
131	8620238
132	10842000
