Point	ASR
1	1344286.4
2	475762.38
3	262008.61
4	237627.98
5	240270.34
6	160641.78
7	208285.41
8	167506.44
9	5593695
10	229826.16
11	21381976
12	477961.12
13	262329.06
14	231029.39
15	100616.05
16	70732.898
17	41637.566
18	60923.379
19	103678.75
20	123337.09
21	8755611
22	4845180
23	333228.44
24	229325.98
25	82837.445
26	37563.363
27	55983.137
28	41239.652
29	33220.18
30	57811.539
31	105651.69
32	217196.97
33	449844.28
34	295906.38
35	94862.164
36	49348.098
37	31773.1
38	28117.23
39	24341.039
40	29763.203
41	32810.766
42	83854.156
43	12245447
44	105227.55
45	309385.97
46	93248.672
47	55294.496
48	33013.18
49	27710.143
50	24446.785
51	31108.023
52	35301.418
53	39352.562
54	83729.531
55	65693.789
56	297090.75
57	120190.95
58	60949.988
59	44346.684
60	33402.957
61	28026.125
62	28191.039
63	30558.561
64	40055.273
65	72544.086
66	111512.4
67	327120.56
68	104630.66
69	44138.238
70	51334.078
71	34909.348
72	26222.852
73	24645.773
74	27632.264
75	35861.25
76	78928.461
77	131440.98
78	729351.56
79	94057.633
80	43378.762
81	28425.105
82	29380.873
83	16463.502
84	17377.076
85	23806.34
86	29358.535
87	83066.188
88	102085.97
89	250765.3
90	100120.37
91	43889.363
92	36923.105
93	28638.703
94	30098.141
95	24490.359
96	26245.156
97	31542.758
98	126138.61
99	421789.88
100	180352.08
101	200370.3
102	51751.035
103	29150.814
104	26767.791
105	19904.674
106	22305.289
107	25896.441
108	53313.254
109	116595.09
110	746818.75
111	135148.38
112	145141.45
113	116147.95
114	94322.562
115	64691.621
116	42998.941
117	46586.012
118	79098.953
119	103099.63
120	204140.52
121	168954.7
122	147122.23
123	197951.58
124	98111.859
125	453802.69
126	7670255
127	2945460.5
128	498570.34
129	2840939.8
130	61600232
131	178725.06
132	109076.01
