Point	ASR
1	503387.69
2	347211.66
3	258497.06
4	213830.81
5	196948.92
6	161793.33
7	153624.28
8	142628.19
9	144513.14
10	144444.03
11	165656.05
12	345402.12
13	173220.98
14	117376.71
15	70714.586
16	20674.363
17	29317.475
18	36044.438
19	41266.324
20	40092248
21	126480.41
22	94718.938
23	193553.36
24	116738.34
25	42628.863
26	29581.211
27	22853.182
28	17878.066
29	16287.73
30	23822.111
31	27007.338
32	68406.016
33	62426.535
34	168195.39
35	75347.898
36	30485.361
37	26614.922
38	40381.996
39	13084.723
40	15591.586
41	15215.694
42	17198.289
43	48704.887
44	73624.039
45	188519.28
46	54490.879
47	39818.344
48	25967.127
49	25020.723
50	16026.193
51	13337.274
52	17030.246
53	22375.881
54	37339.086
55	83544.398
56	167996.53
57	48185.707
58	23256.908
59	22112.709
60	31802.316
61	10748.834
62	12066.851
63	12043.6
64	12995.501
65	34455.074
66	77795.195
67	229694.22
68	52412.715
69	23756.703
70	13321.189
71	14069.925
72	7574.4678
73	9119.9727
74	14577.605
75	14219.779
76	37012.516
77	79344.031
78	140315.97
79	28809.637
80	20885.604
81	14764.437
82	10951.269
83	42040.758
84	12561.333
85	14828.305
86	20265.455
87	36134.883
88	77323.953
89	151238.67
90	54455.691
91	21213.963
92	17614.707
93	16567.803
94	13051.735
95	11753.379
96	13844.202
97	20515.525
98	57528.355
99	197920.17
100	108420.04
101	103345.12
102	27239.439
103	17889.91
104	16122.954
105	14230.146
106	15023.083
107	15884.256
108	30364.473
109	73327.852
110	200998.92
111	211837.41
112	88855.602
113	93684.969
114	70321.008
115	52706.988
116	25695.379
117	33115.812
118	58226.293
119	60291.258
120	618547.62
121	98001.898
122	120960.64
123	85928.484
124	4.3131424e+08
125	4039896.2
126	178850.72
127	77226.562
128	72231.438
129	88143.594
130	442712.88
131	83406.07
132	154911.8
