Point	Rp
1	16815000
2	6151550
3	4910422
4	5462223
5	4990367
6	3316399
7	3872900
8	2766803
9	2324637
10	3547200
11	5460000
12	9680700
13	4760505
14	4107100
15	2143713
16	1066850
17	903380
18	930800
19	1552487
20	1930599
21	1807615
22	1.140379e+09
23	5409546
24	4059385
25	1271905
26	719719
27	884912.69
28	462370
29	476110
30	520510
31	975750
32	1846984
33	1312238
34	5012500
35	1738500
36	695216
37	464453.19
38	475580
39	328200
40	7794700
41	344815
42	509160
43	1337310
44	1767500
45	4668800
46	1301490
47	641773.62
48	475945
49	349270
50	471400
51	350220
52	287617.66
53	417990
54	1107632
55	1018500
56	4449750
57	1107799
58	6107700
59	2740700
60	3639600
61	397000
62	216810
63	301390
64	386940
65	980300
66	1260058
67	5366000
68	1019553
69	1236100
70	367600
71	256350
72	177142
73	216580
74	214205.81
75	302762
76	751630
77	1347420
78	4773100
79	5.6103002e+08
80	424590
81	274160
82	218370
83	211234.17
84	254570
85	1073400
86	297300
87	844061.88
88	1374630
89	3594900
90	1142552
91	94343400
92	949100
93	219636
94	192508.73
95	198520
96	216550
97	665800
98	1662750
99	1452876
100	2455100
101	2466000
102	669680
103	515910
104	345028.5
105	591200
106	234321
107	345010
108	728230
109	5039000
110	2165800
111	5152000
112	2143000
113	1456462
114	1151670
115	871700
116	541992
117	593848.38
118	1052700
119	1331915
120	3243000
121	6076000
122	28247000
123	9075000
124	13322000
125	1403665
126	1335868
127	1262463
128	1693200
129	9332000
130	26414000
131	2943000
132	3122000
