Point	ASR
1	432785.44
2	7036816
3	126593.51
4	151346.09
5	126185.26
6	128450.82
7	127099.3
8	117746.8
9	151110.48
10	135287.05
11	259306.84
12	287238.72
13	208884.31
14	117945.66
15	35141.668
16	27129.201
17	1377700.2
18	7082187
19	28260.486
20	70385.219
21	124281.3
22	107599.46
23	162891.28
24	22786078
25	47934.508
26	12055.891
27	383946.28
28	11579.9
29	13808.23
30	21866.943
31	34101.961
32	72816.586
33	14777882
34	156831.94
35	79527.469
36	24084.057
37	22836.846
38	15038.478
39	14047.62
40	15423.322
41	16619.326
42	21363.785
43	46970.539
44	83113.906
45	170540.48
46	58463.797
47	22219.447
48	20397.402
49	15663.34
50	15593.156
51	15976.305
52	16159.334
53	22834.02
54	42632.32
55	93223.539
56	202505.83
57	56391.762
58	36932.973
59	23837.129
60	2382365
61	15241.424
62	12930.91
63	11120.601
64	26327.467
65	42175.531
66	87669.211
67	306099.91
68	59861.113
69	5202567.5
70	20716.326
71	27586.303
72	15641.662
73	10481.287
74	23434
75	18933.734
76	37965.172
77	80288.391
78	186479.66
79	27326.775
80	22629.188
81	21243.684
82	16290.087
83	12240.892
84	13648.889
85	14785.894
86	21918.873
87	31403.963
88	79937.758
89	142106.14
90	50735.812
91	141864.78
92	17472.734
93	15432.433
94	19656.928
95	12616.312
96	20225.871
97	28696.225
98	70312.18
99	98256.367
100	218811.75
101	81300.172
102	30465.223
103	22262.643
104	19543.832
105	13482.762
106	9367.2793
107	17490.488
108	7591306.5
109	102217.82
110	95269.945
111	204800.25
112	102687.05
113	96866.344
114	68663.656
115	54739.062
116	36117.195
117	40070.73
118	138952.53
119	98271.984
120	107423.53
121	461405.31
122	148697.73
123	32086880
124	18125968
125	197448.94
126	258584.27
127	97433.273
128	77339.383
129	1713611.6
130	74284.969
131	109638.35
132	868366.88
