Point	ASR
1	4661491
2	1501680
3	812415.19
4	598596.44
5	630642.75
6	534835.06
7	433373.22
8	514529.62
9	447582.31
10	570167.19
11	712512.62
12	1545034
13	618264.94
14	623322.88
15	240334.78
16	101848.49
17	94203.625
18	105025.96
19	277892.06
20	371643.81
21	356319.12
22	424271.72
23	807074.5
24	459138.28
25	149212.95
26	63626.621
27	55313.348
28	10245730
29	46703.852
30	6930819
31	137513.67
32	363314.53
33	277245.31
34	805912.06
35	257994
36	2.2181488e+08
37	55322.426
38	41076.289
39	35414.766
40	35424.57
41	27466.922
42	47542.152
43	247343.66
44	269155.5
45	664132.12
46	208779.17
47	132857.84
48	56067.957
49	65131.445
50	42367.484
51	41384.164
52	620621.12
53	4806758.5
54	132047.34
55	324432
56	600012.25
57	185927.88
58	76384.617
59	50475.926
60	57203.609
61	52228.59
62	44996.992
63	2530268
64	46590.973
65	118728.85
66	243320.92
67	803210.31
68	143871.97
69	55239.52
70	54596.75
71	52985.113
72	50802.652
73	43102.613
74	48484.16
75	48126.961
76	140142.34
77	412176.59
78	685243.62
79	183619.66
80	59281.02
81	63808.836
82	48938.117
83	48038.051
84	52355.539
85	35793.77
86	55782.07
87	188272.41
88	315666.97
89	590618.94
90	278483.09
91	85263.094
92	66066.695
93	42799.324
94	57211.496
95	46272.387
96	50660.691
97	79073.82
98	466620.38
99	406678.81
100	478212.84
101	590471.19
102	147616.94
103	83720.234
104	70509.844
105	58841.98
106	59800.164
107	15870904
108	217083.88
109	576607.44
110	378467.34
111	448524.81
112	347899.69
113	334442.81
114	266061.25
115	167064.58
116	126147.41
117	142753.84
118	313373.59
119	459763.41
120	417203.16
121	597624.69
122	659231.25
123	557600.81
124	415465.22
125	385020.03
126	382708.5
127	385127.53
128	357745.69
129	295509.5
130	369953.62
131	440419.5
132	584932.62
