Point	Rp
1	13776000
2	2.2398899e+08
3	4029600
4	4817500
5	4016605
6	4088720
7	4045700
8	3748000
9	4810000
10	4306324
11	8254000
12	9143100
13	6649000
14	3754330
15	1118595
16	863550
17	43853600
18	2.254332e+08
19	899560
20	2240433
21	3956000
22	3425000
23	5184995
24	7.25304e+08
25	1525804
26	383751.25
27	12221400
28	368600
29	439530
30	696047
31	1085500
32	2317826
33	4.7039501e+08
34	4992120
35	2531440
36	766620
37	726920
38	478690
39	447150
40	490940
41	529010
42	680031
43	1495120
44	2645600
45	5428477
46	1860962
47	707267.62
48	649270
49	498580
50	496346
51	508542
52	514368
53	726830
54	1357030
55	2967400
56	6445966
57	1795007.1
58	1175614
59	758760
60	75833104
61	485150
62	411604
63	353980
64	838030
65	1342490
66	2790600
67	9743471
68	1905440
69	1.6560301e+08
70	659421.69
71	878100
72	497890
73	333630
74	745928
75	602680
76	1208470
77	2555661
78	5935837
79	869839
80	720310
81	676208
82	518530
83	389640
84	434458
85	470650
86	697700
87	999620
88	2544500
89	4523383
90	1614972.4
91	4515700
92	556174.88
93	491230
94	625700
95	401590
96	643810
97	913430
98	2238108
99	3127600
100	6965000
101	2587867
102	969739
103	708642.5
104	622100
105	429170
106	298170
107	556740
108	2.4163901e+08
109	3253697
110	3032539
111	6519000
112	3268633
113	3083354
114	2185634
115	1742400
116	1149647
117	1275492
118	4423000
119	3128097
120	3419400
121	14687000
122	4733200
123	1.021358e+09
124	5.76968e+08
125	6285000
126	8231000
127	3101400
128	2461791
129	54546000
130	2364566
131	3489900
132	27641000
